ENSMUST00000196221.1	ENSMUSG00000096749.2
ENSMUST00000179664.1	ENSMUSG00000096749.2
ENSMUST00000178537.1	ENSMUSG00000095668.1
ENSMUST00000177564.1	ENSMUSG00000096176.1
ENSMUST00000178862.1	ENSMUSG00000094569.1
ENSMUST00000177965.1	ENSMUSG00000094057.1
ENSMUST00000178909.1	ENSMUSG00000094268.1
ENSMUST00000179520.1	ENSMUSG00000094028.1
ENSMUST00000178483.1	ENSMUSG00000095592.1
ENSMUST00000179262.1	ENSMUSG00000093876.1
ENSMUST00000178549.1	ENSMUSG00000095897.1
ENSMUST00000193012.1	ENSMUSG00000103203.1
ENSMUST00000179166.1	ENSMUSG00000096396.1
ENSMUST00000179560.1	ENSMUSG00000095444.1
ENSMUST00000178815.1	ENSMUSG00000094957.1
ENSMUST00000177839.1	ENSMUSG00000096568.1
ENSMUST00000103439.1	ENSMUSG00000076630.1
ENSMUST00000180266.1	ENSMUSG00000093818.1
ENSMUST00000103441.1	ENSMUSG00000076632.1
ENSMUST00000179883.1	ENSMUSG00000094552.1
ENSMUST00000195858.1	ENSMUSG00000096420.2
ENSMUST00000179932.1	ENSMUSG00000096420.2
ENSMUST00000180001.1	ENSMUSG00000095656.1
ENSMUST00000177646.1	ENSMUSG00000096884.1
ENSMUST00000178230.1	ENSMUSG00000096250.1
ENSMUST00000198297.1	ENSMUSG00000076840.4
ENSMUST00000198913.4	ENSMUSG00000093813.5
ENSMUST00000180097.1	ENSMUSG00000093813.5
ENSMUST00000103585.3	ENSMUSG00000096615.1
ENSMUST00000103267.2	ENSMUSG00000095574.2
ENSMUST00000194399.1	ENSMUSG00000076467.3
ENSMUST00000103268.2	ENSMUSG00000076467.3
ENSMUST00000103672.8	ENSMUSG00000096397.7
ENSMUST00000186545.1	ENSMUSG00000096397.7
ENSMUST00000103581.5	ENSMUSG00000096900.3
ENSMUST00000181210.2	ENSMUSG00000096149.5
ENSMUST00000183488.1	ENSMUSG00000096149.5
ENSMUST00000103685.2	ENSMUSG00000076873.2
ENSMUST00000103569.2	ENSMUSG00000076760.2
ENSMUST00000196802.1	ENSMUSG00000095560.2
ENSMUST00000103597.2	ENSMUSG00000095560.2
ENSMUST00000103262.2	ENSMUSG00000076461.2
ENSMUST00000103611.1	ENSMUSG00000076800.1
ENSMUST00000179789.3	ENSMUSG00000096746.3
ENSMUST00000103678.3	ENSMUSG00000076866.3
ENSMUST00000197130.4	ENSMUSG00000076865.6
ENSMUST00000103677.2	ENSMUSG00000076865.6
ENSMUST00000103588.3	ENSMUSG00000076778.3
ENSMUST00000103637.5	ENSMUSG00000076826.5
ENSMUST00000198359.1	ENSMUSG00000104629.1
ENSMUST00000181768.2	ENSMUSG00000094828.5
ENSMUST00000183835.1	ENSMUSG00000094828.5
ENSMUST00000196756.1	ENSMUSG00000105721.1
ENSMUST00000179997.1	ENSMUSG00000096168.1
ENSMUST00000196639.1	ENSMUSG00000096827.2
ENSMUST00000177578.1	ENSMUSG00000096827.2
ENSMUST00000103643.3	ENSMUSG00000076831.3
ENSMUST00000199746.4	ENSMUSG00000094914.5
ENSMUST00000178824.1	ENSMUSG00000094914.5
ENSMUST00000180687.2	ENSMUSG00000095426.6
ENSMUST00000197433.4	ENSMUSG00000094413.5
ENSMUST00000103590.3	ENSMUSG00000094413.5
ENSMUST00000103638.5	ENSMUSG00000095126.3
ENSMUST00000200127.1	ENSMUSG00000105533.1
ENSMUST00000103679.2	ENSMUSG00000076867.2
ENSMUST00000197954.1	ENSMUSG00000094758.2
ENSMUST00000103596.2	ENSMUSG00000094758.2
ENSMUST00000103563.2	ENSMUSG00000076754.2
ENSMUST00000103564.2	ENSMUSG00000076755.2
ENSMUST00000103272.3	ENSMUSG00000076471.3
ENSMUST00000103263.2	ENSMUSG00000076462.2
ENSMUST00000103273.2	ENSMUSG00000076472.2
ENSMUST00000103264.2	ENSMUSG00000076463.2
ENSMUST00000103657.5	ENSMUSG00000095958.3
ENSMUST00000103664.5	ENSMUSG00000095607.3
ENSMUST00000196079.1	ENSMUSG00000096329.2
ENSMUST00000103607.2	ENSMUSG00000096329.2
ENSMUST00000103658.3	ENSMUSG00000076846.3
ENSMUST00000103663.5	ENSMUSG00000096096.3
ENSMUST00000197754.1	ENSMUSG00000094176.6
ENSMUST00000197557.1	ENSMUSG00000094877.2
ENSMUST00000103625.2	ENSMUSG00000094877.2
ENSMUST00000179267.3	ENSMUSG00000095711.5
ENSMUST00000184874.1	ENSMUSG00000095711.5
ENSMUST00000199280.1	ENSMUSG00000076822.2
ENSMUST00000103633.1	ENSMUSG00000076822.2
ENSMUST00000103612.1	ENSMUSG00000095646.1
ENSMUST00000196674.1	ENSMUSG00000096531.2
ENSMUST00000103619.2	ENSMUSG00000096531.2
ENSMUST00000196023.1	ENSMUSG00000093953.2
ENSMUST00000103599.2	ENSMUSG00000093953.2
ENSMUST00000103592.1	ENSMUSG00000093939.1
ENSMUST00000177705.2	ENSMUSG00000096541.2
ENSMUST00000200548.1	ENSMUSG00000090868.2
ENSMUST00000167409.1	ENSMUSG00000090868.2
ENSMUST00000103265.4	ENSMUSG00000107486.1
ENSMUST00000196105.1	ENSMUSG00000076823.3
ENSMUST00000103634.2	ENSMUSG00000076823.3
ENSMUST00000103266.2	ENSMUSG00000076465.2
ENSMUST00000177703.2	ENSMUSG00000094607.2
ENSMUST00000179583.2	ENSMUSG00000093915.2
ENSMUST00000103632.3	ENSMUSG00000076821.3
ENSMUST00000103667.5	ENSMUSG00000076855.5
ENSMUST00000179512.2	ENSMUSG00000095643.2
ENSMUST00000103648.3	ENSMUSG00000095088.3
ENSMUST00000103274.3	ENSMUSG00000076473.3
ENSMUST00000103600.2	ENSMUSG00000096505.2
ENSMUST00000103609.1	ENSMUSG00000095736.1
ENSMUST00000198019.1	ENSMUSG00000104620.1
ENSMUST00000178100.2	ENSMUSG00000105080.1
ENSMUST00000196941.1	ENSMUSG00000094779.2
ENSMUST00000103622.2	ENSMUSG00000094779.2
ENSMUST00000180380.2	ENSMUSG00000094562.5
ENSMUST00000184905.1	ENSMUSG00000094562.5
ENSMUST00000103626.2	ENSMUSG00000094231.2
ENSMUST00000198663.4	ENSMUSG00000076750.6
ENSMUST00000103559.2	ENSMUSG00000076750.6
ENSMUST00000181793.2	ENSMUSG00000076802.3
ENSMUST00000103613.2	ENSMUSG00000076802.3
ENSMUST00000199753.1	ENSMUSG00000105629.1
ENSMUST00000180717.2	ENSMUSG00000095387.5
ENSMUST00000183820.1	ENSMUSG00000095387.5
ENSMUST00000200101.1	ENSMUSG00000094016.2
ENSMUST00000103653.2	ENSMUSG00000094016.2
ENSMUST00000103277.1	ENSMUSG00000076476.1
ENSMUST00000197614.1	ENSMUSG00000093801.2
ENSMUST00000103623.2	ENSMUSG00000093801.2
ENSMUST00000195087.1	ENSMUSG00000076477.3
ENSMUST00000103278.2	ENSMUSG00000076477.3
ENSMUST00000103589.5	ENSMUSG00000094212.3
ENSMUST00000198682.1	ENSMUSG00000096055.2
ENSMUST00000103587.3	ENSMUSG00000096055.2
ENSMUST00000198330.1	ENSMUSG00000076746.3
ENSMUST00000103555.2	ENSMUSG00000076746.3
ENSMUST00000199017.1	ENSMUSG00000076747.3
ENSMUST00000103556.2	ENSMUSG00000076747.3
ENSMUST00000179580.2	ENSMUSG00000096038.2
ENSMUST00000103616.4	ENSMUSG00000096653.4
ENSMUST00000186370.1	ENSMUSG00000096653.4
ENSMUST00000178768.3	ENSMUSG00000094023.3
ENSMUST00000178426.3	ENSMUSG00000096478.3
ENSMUST00000103652.4	ENSMUSG00000076824.3
ENSMUST00000103635.2	ENSMUSG00000076824.3
ENSMUST00000103660.3	ENSMUSG00000076848.3
ENSMUST00000103553.2	ENSMUSG00000076744.2
ENSMUST00000180549.2	ENSMUSG00000094220.5
ENSMUST00000183604.1	ENSMUSG00000094220.5
ENSMUST00000103554.4	ENSMUSG00000076745.4
ENSMUST00000180972.2	ENSMUSG00000096656.6
ENSMUST00000193003.1	ENSMUSG00000076499.3
ENSMUST00000103300.2	ENSMUSG00000076499.3
ENSMUST00000197007.1	ENSMUSG00000096129.2
ENSMUST00000103593.2	ENSMUSG00000096129.2
ENSMUST00000103275.3	ENSMUSG00000076474.3
ENSMUST00000103608.3	ENSMUSG00000094619.2
ENSMUST00000181483.2	ENSMUSG00000096600.5
ENSMUST00000184883.1	ENSMUSG00000096600.5
ENSMUST00000103676.8	ENSMUSG00000076864.9
ENSMUST00000187163.1	ENSMUSG00000076864.9
ENSMUST00000193064.1	ENSMUSG00000076479.3
ENSMUST00000103280.2	ENSMUSG00000076479.3
ENSMUST00000103269.2	ENSMUSG00000094525.2
ENSMUST00000198439.4	ENSMUSG00000076795.6
ENSMUST00000103605.2	ENSMUSG00000076795.6
ENSMUST00000103270.3	ENSMUSG00000076469.3
ENSMUST00000179701.1	ENSMUSG00000096106.1
ENSMUST00000179607.2	ENSMUSG00000095370.2
ENSMUST00000103580.3	ENSMUSG00000076770.3
ENSMUST00000198058.1	ENSMUSG00000076764.3
ENSMUST00000103573.2	ENSMUSG00000076764.3
ENSMUST00000103281.2	ENSMUSG00000076480.2
ENSMUST00000103571.1	ENSMUSG00000076762.1
ENSMUST00000103641.5	ENSMUSG00000096138.5
ENSMUST00000184687.1	ENSMUSG00000096138.5
ENSMUST00000178650.2	ENSMUSG00000095756.2
ENSMUST00000103606.1	ENSMUSG00000076796.1
ENSMUST00000103583.4	ENSMUSG00000096551.2
ENSMUST00000178252.2	ENSMUSG00000095495.2
ENSMUST00000177622.3	ENSMUSG00000096908.3
ENSMUST00000181360.2	ENSMUSG00000095689.5
ENSMUST00000183652.1	ENSMUSG00000095689.5
ENSMUST00000199800.1	ENSMUSG00000105953.1
ENSMUST00000193997.5	ENSMUSG00000076478.7
ENSMUST00000103279.2	ENSMUSG00000076478.7
ENSMUST00000103670.3	ENSMUSG00000076858.3
ENSMUST00000103584.3	ENSMUSG00000095862.1
ENSMUST00000103271.1	ENSMUSG00000076470.1
ENSMUST00000103654.2	ENSMUSG00000094966.2
ENSMUST00000180938.2	ENSMUSG00000076863.8
ENSMUST00000103276.2	ENSMUSG00000076475.2
ENSMUST00000103618.1	ENSMUSG00000095572.1
ENSMUST00000197128.1	ENSMUSG00000105393.1
ENSMUST00000200115.1	ENSMUSG00000096825.2
ENSMUST00000103650.2	ENSMUSG00000096825.2
ENSMUST00000191646.5	ENSMUSG00000076481.7
ENSMUST00000103282.2	ENSMUSG00000076481.7
ENSMUST00000103651.3	ENSMUSG00000076839.3
ENSMUST00000196939.1	ENSMUSG00000076759.3
ENSMUST00000103568.2	ENSMUSG00000076759.3
ENSMUST00000103655.2	ENSMUSG00000093966.2
ENSMUST00000200609.1	ENSMUSG00000106620.1
ENSMUST00000180711.2	ENSMUSG00000094468.5
ENSMUST00000184650.1	ENSMUSG00000094468.5
ENSMUST00000103646.4	ENSMUSG00000094792.3
ENSMUST00000103671.3	ENSMUSG00000087666.3
ENSMUST00000103570.1	ENSMUSG00000076761.1
ENSMUST00000103567.5	ENSMUSG00000076758.6
ENSMUST00000185651.1	ENSMUSG00000076758.6
ENSMUST00000103673.10	ENSMUSG00000076861.10
ENSMUST00000186573.1	ENSMUSG00000076861.10
ENSMUST00000181728.2	ENSMUSG00000094766.3
ENSMUST00000199112.1	ENSMUSG00000104915.1
ENSMUST00000181038.2	ENSMUSG00000095854.4
ENSMUST00000187138.1	ENSMUSG00000095854.4
ENSMUST00000103627.2	ENSMUSG00000093969.2
ENSMUST00000103662.5	ENSMUSG00000096678.3
ENSMUST00000199137.1	ENSMUSG00000106289.1
ENSMUST00000103636.3	ENSMUSG00000096417.2
ENSMUST00000103674.5	ENSMUSG00000076862.5
ENSMUST00000174177.1	ENSMUSG00000092300.7
ENSMUST00000174248.7	ENSMUSG00000092300.7
ENSMUST00000173567.1	ENSMUSG00000092300.7
ENSMUST00000100960.10	ENSMUSG00000092021.8
ENSMUST00000171587.1	ENSMUSG00000092021.8
ENSMUST00000115991.2	ENSMUSG00000079875.4
ENSMUST00000184850.7	ENSMUSG00000073406.10
ENSMUST00000173080.9	ENSMUSG00000073406.10
ENSMUST00000185167.7	ENSMUSG00000073406.10
ENSMUST00000195838.5	ENSMUSG00000073406.10
ENSMUST00000194244.5	ENSMUSG00000073406.10
ENSMUST00000185087.7	ENSMUSG00000073406.10
ENSMUST00000195833.5	ENSMUSG00000073406.10
ENSMUST00000184502.7	ENSMUSG00000073406.10
ENSMUST00000183560.7	ENSMUSG00000073406.10
ENSMUST00000183999.7	ENSMUSG00000073406.10
ENSMUST00000192532.1	ENSMUSG00000073406.10
ENSMUST00000121065.2	ENSMUSG00000083188.2
ENSMUST00000179386.1	ENSMUSG00000091950.3
ENSMUST00000182198.7	ENSMUSG00000092572.7
ENSMUST00000172762.1	ENSMUSG00000092572.7
ENSMUST00000194951.1	ENSMUSG00000092572.7
ENSMUST00000174854.2	ENSMUSG00000055413.12
ENSMUST00000172979.3	ENSMUSG00000055413.12
ENSMUST00000116010.2	ENSMUSG00000055413.12
ENSMUST00000194248.1	ENSMUSG00000006395.16
ENSMUST00000179719.1	ENSMUSG00000006395.16
ENSMUST00000106393.7	ENSMUSG00000006395.16
ENSMUST00000132882.1	ENSMUSG00000006395.16
ENSMUST00000006562.5	ENSMUSG00000006395.16
ENSMUST00000126664.7	ENSMUSG00000046808.17
ENSMUST00000156937.1	ENSMUSG00000046808.17
ENSMUST00000136350.7	ENSMUSG00000046808.17
ENSMUST00000146393.7	ENSMUSG00000046808.17
ENSMUST00000169617.2	ENSMUSG00000046808.17
ENSMUST00000094710.7	ENSMUSG00000046808.17
ENSMUST00000205127.1	ENSMUSG00000108058.1
ENSMUST00000195764.1	ENSMUSG00000103081.1
ENSMUST00000173185.1	ENSMUSG00000092212.3
ENSMUST00000190447.6	ENSMUSG00000023341.14
ENSMUST00000188251.6	ENSMUSG00000023341.14
ENSMUST00000190097.1	ENSMUSG00000023341.14
ENSMUST00000191103.1	ENSMUSG00000023341.14
ENSMUST00000024112.7	ENSMUSG00000023341.14
ENSMUST00000143750.2	ENSMUSG00000108605.1
ENSMUST00000205791.1	ENSMUSG00000108605.1
ENSMUST00000135748.1	ENSMUSG00000058908.14
ENSMUST00000134898.1	ENSMUSG00000058908.14
ENSMUST00000147728.1	ENSMUSG00000058908.14
ENSMUST00000077582.13	ENSMUSG00000058908.14
ENSMUST00000118068.2	ENSMUSG00000081665.2
ENSMUST00000117349.7	ENSMUSG00000084387.4
ENSMUST00000182769.8	ENSMUSG00000067882.13
ENSMUST00000088673.4	ENSMUSG00000067882.13
ENSMUST00000182725.1	ENSMUSG00000029605.16
ENSMUST00000183291.1	ENSMUSG00000029605.16
ENSMUST00000086377.8	ENSMUSG00000029605.16
ENSMUST00000173420.1	ENSMUSG00000092517.1
ENSMUST00000118809.2	ENSMUSG00000083886.2
ENSMUST00000134773.2	ENSMUSG00000061246.5
ENSMUST00000205727.1	ENSMUSG00000108464.1
ENSMUST00000055276.4	ENSMUSG00000044061.6
ENSMUST00000174625.7	ENSMUSG00000079491.9
ENSMUST00000174382.7	ENSMUSG00000079491.9
ENSMUST00000166442.2	ENSMUSG00000079491.9
ENSMUST00000204762.1	ENSMUSG00000044537.6
ENSMUST00000069063.4	ENSMUSG00000044537.6
ENSMUST00000195589.5	ENSMUSG00000079293.11
ENSMUST00000184581.2	ENSMUSG00000079293.11
ENSMUST00000184861.3	ENSMUSG00000079293.11
ENSMUST00000112076.8	ENSMUSG00000079293.11
ENSMUST00000189634.6	ENSMUSG00000046203.11
ENSMUST00000056590.5	ENSMUSG00000046203.11
ENSMUST00000118336.2	ENSMUSG00000080781.2
ENSMUST00000134011.3	ENSMUSG00000069824.5
ENSMUST00000122808.1	ENSMUSG00000060183.6
ENSMUST00000077820.5	ENSMUSG00000060183.6
ENSMUST00000196323.1	ENSMUSG00000104876.1
ENSMUST00000179181.2	ENSMUSG00000076757.9
ENSMUST00000103558.2	ENSMUSG00000076749.2
ENSMUST00000192856.5	ENSMUSG00000076490.6
ENSMUST00000103291.1	ENSMUSG00000076490.6
ENSMUST00000198163.1	ENSMUSG00000091682.2
ENSMUST00000164407.1	ENSMUSG00000091682.2
ENSMUST00000103561.2	ENSMUSG00000076752.2
ENSMUST00000103299.2	ENSMUSG00000076498.2
ENSMUST00000198398.4	ENSMUSG00000076928.5
ENSMUST00000103740.1	ENSMUSG00000076928.5
ENSMUST00000192746.1	ENSMUSG00000076620.2
ENSMUST00000103429.1	ENSMUSG00000076620.2
ENSMUST00000199459.1	ENSMUSG00000076608.2
ENSMUST00000103409.1	ENSMUSG00000076608.2
ENSMUST00000103430.1	ENSMUSG00000076621.1
ENSMUST00000198313.1	ENSMUSG00000105066.1
ENSMUST00000197969.1	ENSMUSG00000104975.1
ENSMUST00000200211.1	ENSMUSG00000105231.1
ENSMUST00000199490.1	ENSMUSG00000106668.1
ENSMUST00000200074.1	ENSMUSG00000106405.1
ENSMUST00000103408.1	ENSMUSG00000076607.1
ENSMUST00000199487.1	ENSMUSG00000076606.3
ENSMUST00000103407.2	ENSMUSG00000076606.3
ENSMUST00000198234.1	ENSMUSG00000076605.2
ENSMUST00000103406.1	ENSMUSG00000076605.2
ENSMUST00000103428.1	ENSMUSG00000076619.1
ENSMUST00000103405.1	ENSMUSG00000076604.1
ENSMUST00000103427.1	ENSMUSG00000076618.1
ENSMUST00000198182.1	ENSMUSG00000076937.3
ENSMUST00000103749.2	ENSMUSG00000076937.3
ENSMUST00000194162.5	ENSMUSG00000104213.5
ENSMUST00000192250.1	ENSMUSG00000104213.5
ENSMUST00000194304.5	ENSMUSG00000076614.7
ENSMUST00000103420.2	ENSMUSG00000076614.7
ENSMUST00000103423.2	ENSMUSG00000076615.3
ENSMUST00000200235.1	ENSMUSG00000105547.1
ENSMUST00000200568.1	ENSMUSG00000105906.1
ENSMUST00000103410.2	ENSMUSG00000076609.2
ENSMUST00000137336.2	ENSMUSG00000087642.2
ENSMUST00000195192.1	ENSMUSG00000076612.7
ENSMUST00000103416.7	ENSMUSG00000076612.7
ENSMUST00000197046.1	ENSMUSG00000106039.1
ENSMUST00000194738.5	ENSMUSG00000095079.6
ENSMUST00000178282.2	ENSMUSG00000095079.6
ENSMUST00000192188.1	ENSMUSG00000076613.3
ENSMUST00000103418.2	ENSMUSG00000076613.3
ENSMUST00000177715.7	ENSMUSG00000076617.9
ENSMUST00000103426.2	ENSMUSG00000076617.9
ENSMUST00000192911.1	ENSMUSG00000076646.3
ENSMUST00000103455.2	ENSMUSG00000076646.3
ENSMUST00000103515.1	ENSMUSG00000095130.1
ENSMUST00000103305.1	ENSMUSG00000096580.1
ENSMUST00000198777.1	ENSMUSG00000096452.2
ENSMUST00000170551.1	ENSMUSG00000096452.2
ENSMUST00000197518.1	ENSMUSG00000076940.3
ENSMUST00000103752.2	ENSMUSG00000076940.3
ENSMUST00000103316.1	ENSMUSG00000094872.1
ENSMUST00000103346.2	ENSMUSG00000076545.2
ENSMUST00000103345.3	ENSMUSG00000094993.2
ENSMUST00000103401.2	ENSMUSG00000096715.2
ENSMUST00000103402.1	ENSMUSG00000094478.1
ENSMUST00000103403.2	ENSMUSG00000095351.2
ENSMUST00000194257.1	ENSMUSG00000102364.1
ENSMUST00000103448.2	ENSMUSG00000095285.2
ENSMUST00000103521.2	ENSMUSG00000094198.2
ENSMUST00000103302.2	ENSMUSG00000076501.2
ENSMUST00000103306.1	ENSMUSG00000076505.1
ENSMUST00000200586.1	ENSMUSG00000076508.3
ENSMUST00000103309.2	ENSMUSG00000076508.3
ENSMUST00000103377.2	ENSMUSG00000076576.2
ENSMUST00000103303.2	ENSMUSG00000096336.2
ENSMUST00000196940.1	ENSMUSG00000076596.3
ENSMUST00000103397.2	ENSMUSG00000076596.3
ENSMUST00000103334.3	ENSMUSG00000076533.3
ENSMUST00000103485.2	ENSMUSG00000076676.2
ENSMUST00000103486.1	ENSMUSG00000076677.1
ENSMUST00000103350.2	ENSMUSG00000076549.2
ENSMUST00000103473.1	ENSMUSG00000096459.1
ENSMUST00000193950.5	ENSMUSG00000095923.6
ENSMUST00000103514.2	ENSMUSG00000095923.6
ENSMUST00000103321.2	ENSMUSG00000093861.2
ENSMUST00000103444.2	ENSMUSG00000095612.2
ENSMUST00000103378.2	ENSMUSG00000076577.2
ENSMUST00000103751.2	ENSMUSG00000076939.2
ENSMUST00000191868.1	ENSMUSG00000094652.2
